team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2021,DAL,DAL,Team Level,other,82,0.5,0.51,0.51,11718.0,171.2,34.05,12.18,31.38,5.86,95.36,60.24,32.55,34.05,32.55,153.0,87.0,80.0,320.0,32.0,8.0,2.0,19.0,10.0,102.0,69.0,121.0,208.0,11.0,22.0,157.0,40.0,21.0,36.0,128.0,69.0,43.0,5.06,8.88,20.11,4.0,9.0,19.0,320.0,240.0,240.0,17.0,3.46,2.13,2.13,35.31,35.31,33.87,166.69,34.52,12.09,28.72,5.47,93.37,57.88,32.08,34.52,32.08,167.0,66.0,69.0,302.0,37.0,10.0,4.0,26.0,6.0,88.0,66.0,130.0,196.0,11.0,22.0,133.0,41.0,30.0,32.0,112.0,80.0,41.0,4.67,9.73,20.12,5.0,9.0,23.0,302.0,233.0,233.0,16.0,3.53,3.72,3.72,34.25,34.25,32.45
DAL,2021,DAL,DAL,Team Level,all,82,0.53,0.5,0.5,299445.0,2515.93,264.52,175.15,575.54,82.68,1381.57,1001.6,249.47,264.72,249.68,2486.0,996.0,1150.0,4632.0,233.0,218.0,40.0,557.0,98.0,1098.0,1278.0,2253.0,3249.0,246.0,521.0,2638.0,1850.0,460.0,820.0,2443.0,759.0,280.0,71.07,92.19,101.26,55.0,85.0,93.0,4635.03,3482.0,3484.6,455.0,38.96,52.77,52.84,250.58,250.76,242.39,2513.69,233.38,172.22,569.9,81.96,1429.02,1038.58,223.71,233.27,223.62,2546.0,980.0,1170.0,4696.0,244.0,175.0,31.0,582.0,81.0,1127.0,1317.0,2302.0,3282.0,257.0,546.0,2174.0,1709.0,488.0,801.0,2621.0,699.0,206.0,76.28,84.27,72.84,92.0,78.0,74.0,4688.45,3526.0,3519.89,436.0,37.74,39.16,39.17,231.9,231.8,225.61
DAL,2021,DAL,DAL,Team Level,5on5,82,0.52,0.49,0.49,244922.0,1954.15,171.56,131.17,466.58,64.09,1078.11,797.49,165.18,171.77,165.39,1936.0,773.0,915.0,3624.0,147.0,164.0,25.0,466.0,69.0,818.0,1045.0,1789.0,2562.0,216.0,463.0,2065.0,1729.0,386.0,681.0,1973.0,574.0,162.0,56.85,68.61,46.1,45.0,62.0,40.0,3627.03,2709.0,2711.61,398.0,27.19,36.52,36.58,162.18,162.36,159.64,1990.09,161.01,132.65,473.96,65.37,1131.29,831.72,155.69,160.9,155.6,2012.0,784.0,975.0,3771.0,160.0,151.0,22.0,487.0,64.0,876.0,1058.0,1852.0,2636.0,224.0,482.0,1668.0,1597.0,403.0,644.0,2144.0,525.0,127.0,61.2,63.48,36.33,75.0,56.0,29.0,3763.45,2796.0,2789.89,360.0,27.33,30.98,31.17,157.18,157.07,154.51
DAL,2021,DAL,DAL,Team Level,4on5,82,0.14,0.14,0.16,20413.0,58.3,5.22,2.97,7.97,1.69,17.87,41.28,5.17,5.22,5.17,63.0,14.0,9.0,86.0,7.0,3.0,0.0,6.0,2.0,17.0,42.0,56.0,70.0,5.0,10.0,186.0,65.0,37.0,35.0,56.0,16.0,5.0,1.81,2.09,1.33,1.0,5.0,1.0,86.0,77.0,77.0,33.0,0.68,0.55,0.55,5.35,5.35,5.33,282.05,31.14,23.99,57.5,9.01,181.19,94.15,29.42,31.14,29.42,284.0,113.0,119.0,516.0,42.0,10.0,5.0,63.0,9.0,150.0,123.0,242.0,355.0,16.0,32.0,192.0,24.0,17.0,69.0,291.0,75.0,31.0,8.2,8.5,14.45,10.0,10.0,22.0,516.0,397.0,397.0,9.0,6.08,3.51,3.33,33.89,33.89,32.17
DAL,2021,DAL,DAL,Team Level,5on4,82,0.89,0.85,0.82,22392.0,332.27,53.69,28.84,69.6,11.04,190.23,102.59,46.57,53.69,46.57,334.0,122.0,146.0,602.0,47.0,43.0,13.0,66.0,17.0,161.0,122.0,287.0,409.0,14.0,26.0,230.0,16.0,16.0,68.0,286.0,100.0,70.0,7.35,12.62,33.72,5.0,9.0,33.0,602.0,456.0,456.0,7.0,7.61,13.57,13.57,47.73,47.73,43.56,74.87,6.71,3.5,9.71,2.11,23.15,54.82,6.52,6.71,6.52,83.0,17.0,7.0,107.0,5.0,4.0,0.0,6.0,2.0,13.0,70.0,78.0,95.0,6.0,10.0,181.0,47.0,38.0,56.0,74.0,19.0,7.0,2.21,2.56,1.94,2.0,3.0,0.0,107.0,100.0,100.0,51.0,0.81,0.94,0.94,6.57,6.57,6.49
NYI,2021,NYI,NYI,Team Level,other,82,0.45,0.47,0.49,11286.0,125.46,23.82,8.95,23.08,4.15,72.34,49.66,22.41,23.82,22.41,134.0,48.0,45.0,227.0,22.0,10.0,2.0,29.0,9.0,48.0,64.0,112.0,160.0,7.0,14.0,105.0,33.0,20.0,44.0,116.0,36.0,30.0,5.05,4.49,14.27,5.0,6.0,11.0,227.0,182.0,182.0,21.0,2.47,2.59,2.59,23.71,23.71,22.34,139.12,29.42,10.13,24.49,4.54,75.18,48.23,28.38,29.42,28.38,154.0,38.0,62.0,254.0,33.0,6.0,2.0,22.0,6.0,66.0,59.0,121.0,159.0,6.0,12.0,129.0,24.0,22.0,33.0,100.0,51.0,41.0,3.63,6.17,19.62,5.0,5.0,23.0,254.0,192.0,192.0,14.0,2.89,2.12,2.12,30.19,30.19,29.3
NYI,2021,NYI,NYI,Team Level,all,82,0.48,0.47,0.47,298213.0,2291.82,217.06,162.95,523.1,76.14,1291.1,940.64,207.85,218.59,209.33,2368.0,843.0,1034.0,4245.0,229.0,177.0,28.0,523.0,109.0,958.0,1215.0,2139.0,2982.0,274.0,625.0,2228.0,2018.0,499.0,858.0,2418.0,567.0,226.0,72.78,68.28,75.99,84.0,72.0,73.0,4275.11,3211.0,3232.2,479.0,35.59,37.68,37.68,214.97,216.58,211.09,2596.06,239.85,178.69,602.24,86.0,1470.26,1057.17,229.81,240.38,230.28,2670.0,967.0,1235.0,4872.0,231.0,214.0,36.0,514.0,103.0,1141.0,1434.0,2439.0,3406.0,273.0,628.0,2114.0,1636.0,474.0,894.0,2788.0,604.0,245.0,82.59,73.74,83.51,91.0,64.0,76.0,4869.15,3637.0,3636.43,513.0,38.79,45.42,45.42,233.09,233.3,227.36
NYI,2021,NYI,NYI,Team Level,5on5,82,0.47,0.46,0.46,246263.0,1815.2,150.94,124.39,431.02,59.82,1019.96,751.86,146.69,152.47,148.17,1870.0,668.0,861.0,3399.0,159.0,135.0,19.0,431.0,82.0,760.0,971.0,1711.0,2379.0,245.0,564.0,1779.0,1924.0,424.0,720.0,1945.0,454.0,139.0,58.4,54.31,38.23,67.0,56.0,36.0,3429.11,2538.0,2559.2,424.0,25.58,27.21,27.21,149.31,150.92,148.93,2108.32,169.51,139.22,507.61,69.67,1196.68,874.49,163.85,170.03,164.32,2154.0,806.0,1023.0,3983.0,160.0,175.0,29.0,434.0,83.0,904.0,1204.0,1994.0,2800.0,248.0,575.0,1636.0,1538.0,404.0,765.0,2346.0,458.0,156.0,69.33,56.13,44.07,77.0,50.0,33.0,3980.15,2960.0,2959.43,456.0,28.47,35.77,35.77,162.09,162.29,159.66
NYI,2021,NYI,NYI,Team Level,4on5,82,0.13,0.15,0.17,20520.0,61.08,5.28,2.99,8.68,1.93,20.46,45.65,5.22,5.28,5.22,65.0,20.0,11.0,96.0,4.0,3.0,0.0,4.0,1.0,12.0,61.0,61.0,81.0,6.0,12.0,163.0,42.0,42.0,29.0,66.0,13.0,6.0,1.97,1.6,1.71,1.0,2.0,1.0,96.0,85.0,85.0,26.0,0.69,0.78,0.78,5.19,5.19,5.17,289.96,35.05,26.15,62.29,10.01,180.34,94.16,31.97,35.05,31.97,297.0,111.0,140.0,548.0,32.0,30.0,4.0,54.0,13.0,161.0,118.0,265.0,376.0,14.0,28.0,180.0,23.0,11.0,58.0,286.0,82.0,40.0,7.85,9.72,17.48,8.0,7.0,17.0,548.0,408.0,408.0,7.0,6.7,6.6,6.6,35.16,35.16,32.77
NYI,2021,NYI,NYI,Team Level,5on4,82,0.86,0.86,0.84,20144.0,290.09,37.03,26.6,60.32,10.24,178.34,93.48,33.52,37.03,33.52,299.0,107.0,117.0,523.0,44.0,29.0,7.0,59.0,17.0,138.0,119.0,255.0,362.0,16.0,35.0,181.0,19.0,13.0,65.0,291.0,64.0,51.0,7.35,7.88,21.78,11.0,8.0,25.0,523.0,406.0,406.0,8.0,6.84,7.11,7.11,36.76,36.76,34.65,58.65,5.87,3.18,7.83,1.79,18.05,40.28,5.61,5.87,5.61,65.0,12.0,10.0,87.0,6.0,3.0,1.0,4.0,1.0,10.0,53.0,59.0,71.0,5.0,13.0,169.0,51.0,37.0,38.0,56.0,13.0,8.0,1.79,1.72,2.35,1.0,2.0,3.0,87.0,77.0,77.0,36.0,0.73,0.93,0.93,5.66,5.66,5.63
NJD,2021,NJD,NJD,Team Level,other,82,0.46,0.53,0.55,10401.0,138.99,26.76,9.29,25.74,4.63,75.9,49.68,24.41,26.76,24.41,132.0,60.0,56.0,248.0,23.0,6.0,2.0,30.0,5.0,56.0,72.0,109.0,169.0,3.0,6.0,102.0,28.0,25.0,25.0,107.0,52.0,33.0,4.44,6.26,16.06,6.0,3.0,14.0,248.0,192.0,192.0,10.0,2.65,2.08,2.08,27.34,27.34,25.0,115.68,30.99,7.53,19.3,3.74,54.89,42.55,29.11,30.99,29.11,113.0,46.0,57.0,216.0,35.0,6.0,4.0,15.0,12.0,41.0,50.0,78.0,124.0,5.0,12.0,137.0,33.0,24.0,20.0,76.0,42.0,41.0,2.87,5.46,22.66,9.0,6.0,20.0,216.0,159.0,159.0,4.0,2.15,2.58,2.58,30.57,30.57,28.9
NJD,2021,NJD,NJD,Team Level,all,82,0.5,0.51,0.5,298712.0,2578.41,241.76,172.47,584.86,85.3,1440.47,1051.15,233.02,240.75,232.02,2562.0,1014.0,1142.0,4718.0,245.0,170.0,46.0,632.0,101.0,1045.0,1383.0,2317.0,3331.0,257.0,574.0,2214.0,1561.0,644.0,815.0,2591.0,778.0,207.0,78.8,93.08,69.88,69.0,98.0,78.0,4666.41,3576.0,3544.66,449.0,37.52,39.29,39.29,239.99,238.71,232.35,2538.63,246.15,167.49,581.12,83.35,1395.61,1046.29,238.4,249.25,241.44,2540.0,980.0,1021.0,4541.0,302.0,162.0,50.0,626.0,111.0,960.0,1359.0,2238.0,3218.0,269.0,604.0,2512.0,1839.0,656.0,720.0,2587.0,706.0,227.0,77.36,85.7,83.08,112.0,94.0,96.0,4623.48,3520.0,3572.35,348.0,36.17,38.45,38.49,243.81,246.64,241.84
NJD,2021,NJD,NJD,Team Level,5on5,82,0.51,0.51,0.5,246786.0,2120.15,181.26,137.13,495.49,69.4,1175.38,876.33,176.38,180.25,175.37,2114.0,821.0,932.0,3867.0,182.0,144.0,38.0,540.0,80.0,842.0,1147.0,1932.0,2753.0,228.0,518.0,1732.0,1449.0,543.0,685.0,2160.0,634.0,141.0,65.74,75.61,39.92,60.0,77.0,45.0,3815.41,2935.0,2903.66,398.0,28.22,31.89,31.92,177.56,176.28,173.43,2098.55,175.05,134.12,500.2,68.96,1162.46,873.21,170.65,178.16,173.68,2099.0,815.0,873.0,3787.0,216.0,131.0,36.0,557.0,85.0,790.0,1135.0,1883.0,2698.0,247.0,558.0,2039.0,1704.0,559.0,591.0,2212.0,557.0,145.0,66.74,67.32,40.99,91.0,73.0,52.0,3869.48,2914.0,2966.35,312.0,27.59,28.2,28.23,174.42,177.24,175.13
NJD,2021,NJD,NJD,Team Level,4on5,82,0.14,0.17,0.17,19815.0,51.95,5.05,2.66,7.48,1.71,17.81,38.28,5.02,5.05,5.02,61.0,12.0,16.0,89.0,5.0,1.0,0.0,4.0,1.0,10.0,52.0,56.0,68.0,9.0,18.0,168.0,48.0,63.0,34.0,52.0,16.0,5.0,1.34,2.25,1.46,1.0,3.0,1.0,89.0,73.0,73.0,32.0,0.62,0.04,0.0,5.67,5.67,5.63,255.14,32.13,22.24,51.76,8.38,157.03,83.45,30.9,32.13,30.9,253.0,102.0,81.0,436.0,37.0,22.0,8.0,47.0,12.0,115.0,122.0,216.0,318.0,12.0,24.0,169.0,21.0,22.0,80.0,244.0,78.0,33.0,6.09,9.3,16.74,9.0,7.0,21.0,436.0,355.0,355.0,9.0,5.62,6.56,6.56,31.19,31.19,30.28
NJD,2021,NJD,NJD,Team Level,5on4,82,0.78,0.83,0.8,21710.0,267.31,28.69,23.39,56.15,9.55,171.37,86.86,27.22,28.69,27.22,255.0,121.0,138.0,514.0,35.0,19.0,6.0,58.0,15.0,137.0,112.0,220.0,341.0,17.0,32.0,212.0,36.0,13.0,71.0,272.0,76.0,28.0,7.28,8.96,12.45,2.0,15.0,18.0,514.0,376.0,376.0,9.0,6.03,5.29,5.29,29.43,29.43,28.29,69.25,7.96,3.59,9.86,2.28,21.23,47.08,7.75,7.96,7.75,75.0,17.0,10.0,102.0,14.0,3.0,2.0,7.0,2.0,14.0,52.0,61.0,78.0,5.0,10.0,167.0,81.0,51.0,29.0,55.0,29.0,8.0,1.65,3.62,2.69,3.0,8.0,3.0,102.0,92.0,92.0,23.0,0.81,1.12,1.12,7.65,7.65,7.53
WSH,2021,WSH,WSH,Team Level,other,82,0.55,0.51,0.53,10684.0,165.3,36.69,12.35,29.25,5.46,89.31,53.94,34.5,36.69,34.5,167.0,60.0,60.0,287.0,38.0,12.0,1.0,18.0,6.0,86.0,67.0,129.0,189.0,9.0,18.0,138.0,48.0,21.0,24.0,128.0,50.0,49.0,4.82,6.6,25.27,5.0,8.0,25.0,287.0,227.0,227.0,15.0,3.53,3.47,3.47,36.75,36.75,35.12,148.27,30.35,11.24,27.12,4.89,80.87,49.54,28.97,30.35,28.97,143.0,61.0,76.0,280.0,39.0,15.0,8.0,22.0,8.0,72.0,48.0,104.0,165.0,7.0,14.0,149.0,30.0,22.0,30.0,110.0,56.0,38.0,4.19,7.15,19.02,7.0,10.0,22.0,280.0,204.0,204.0,15.0,3.27,4.16,4.16,29.47,29.47,28.58
WSH,2021,WSH,WSH,Team Level,all,82,0.52,0.51,0.52,299508.0,2575.37,245.49,178.3,592.21,83.24,1445.42,1043.34,235.22,247.06,236.8,2578.0,1010.0,1080.0,4668.0,270.0,193.0,27.0,572.0,75.0,1119.0,1359.0,2308.0,3318.0,267.0,573.0,2225.0,2068.0,552.0,638.0,2695.0,658.0,235.0,78.81,80.19,86.47,105.0,84.0,81.0,4708.92,3588.0,3612.98,353.0,39.29,39.52,39.52,245.25,246.97,240.54,2397.02,226.08,169.76,555.55,78.76,1343.33,976.54,216.88,225.77,216.61,2380.0,970.0,1150.0,4500.0,242.0,200.0,47.0,507.0,65.0,1077.0,1259.0,2138.0,3108.0,304.0,643.0,2499.0,1904.0,650.0,681.0,2463.0,666.0,221.0,69.35,81.5,75.23,81.0,79.0,82.0,4497.82,3350.0,3351.89,421.0,37.47,43.53,43.89,219.65,219.27,213.51
WSH,2021,WSH,WSH,Team Level,5on5,82,0.5,0.51,0.51,244066.0,2009.9,158.47,133.18,483.04,65.13,1126.15,841.05,154.17,160.04,155.75,1995.0,812.0,864.0,3671.0,179.0,145.0,18.0,483.0,53.0,862.0,1085.0,1816.0,2628.0,231.0,499.0,1740.0,1899.0,443.0,529.0,2169.0,517.0,121.0,63.17,62.58,32.72,85.0,68.0,26.0,3711.92,2807.0,2831.98,306.0,27.5,25.74,25.74,160.22,161.95,159.65,1898.43,155.95,128.95,457.03,62.34,1066.96,783.78,151.31,155.65,151.04,1878.0,777.0,937.0,3592.0,157.0,155.0,33.0,426.0,50.0,844.0,1023.0,1721.0,2498.0,276.0,587.0,1901.0,1776.0,534.0,562.0,2007.0,508.0,140.0,56.4,61.64,37.92,65.0,53.0,39.0,3589.82,2655.0,2656.89,362.0,26.61,31.68,32.07,150.5,150.13,147.88
WSH,2021,WSH,WSH,Team Level,4on5,82,0.15,0.15,0.16,21275.0,53.14,5.97,3.06,7.28,1.62,17.29,36.77,5.95,5.97,5.95,57.0,15.0,16.0,88.0,7.0,1.0,0.0,4.0,1.0,9.0,50.0,50.0,65.0,10.0,22.0,157.0,74.0,52.0,31.0,48.0,15.0,9.0,1.47,1.96,2.54,3.0,1.0,3.0,88.0,72.0,72.0,26.0,0.69,0.2,0.2,6.47,6.47,6.45,275.87,34.07,25.98,60.35,9.28,170.01,87.31,30.94,34.07,30.94,277.0,110.0,124.0,511.0,38.0,27.0,5.0,50.0,5.0,147.0,120.0,239.0,349.0,13.0,26.0,205.0,33.0,23.0,54.0,261.0,91.0,35.0,6.64,11.36,16.07,8.0,14.0,16.0,511.0,387.0,387.0,10.0,6.73,7.04,7.04,33.76,33.76,31.15
WSH,2021,WSH,WSH,Team Level,5on4,82,0.89,0.84,0.82,23483.0,347.03,44.36,29.72,72.64,11.04,212.68,111.57,40.61,44.36,40.61,359.0,123.0,140.0,622.0,46.0,35.0,8.0,67.0,15.0,162.0,157.0,313.0,436.0,17.0,34.0,190.0,47.0,36.0,54.0,350.0,76.0,56.0,9.35,9.06,25.94,12.0,7.0,27.0,622.0,482.0,482.0,6.0,7.57,10.11,10.11,41.81,41.81,39.33,74.45,5.71,3.6,11.05,2.24,25.48,55.91,5.66,5.71,5.66,82.0,22.0,13.0,117.0,8.0,3.0,1.0,9.0,2.0,14.0,68.0,74.0,96.0,8.0,16.0,244.0,65.0,71.0,35.0,85.0,11.0,8.0,2.12,1.36,2.23,1.0,2.0,5.0,117.0,104.0,104.0,34.0,0.84,0.66,0.62,5.92,5.92,5.9
CGY,2021,CGY,CGY,Team Level,other,82,0.54,0.5,0.49,9057.0,118.34,30.27,8.51,19.15,3.87,63.6,43.59,28.76,30.27,28.76,125.0,44.0,45.0,214.0,39.0,5.0,2.0,23.0,9.0,54.0,39.0,86.0,130.0,9.0,18.0,122.0,33.0,16.0,30.0,81.0,48.0,40.0,2.98,5.8,21.49,4.0,10.0,25.0,214.0,169.0,169.0,18.0,2.36,1.07,1.07,31.56,31.56,30.08,128.49,25.36,8.98,24.15,4.43,68.97,47.11,24.36,25.36,24.36,132.0,47.0,38.0,217.0,26.0,8.0,3.0,31.0,7.0,42.0,65.0,106.0,153.0,6.0,12.0,123.0,22.0,15.0,32.0,98.0,46.0,35.0,3.62,5.7,16.03,6.0,2.0,18.0,217.0,179.0,179.0,14.0,2.58,2.71,2.71,25.22,25.22,24.28
CGY,2021,CGY,CGY,Team Level,all,82,0.56,0.55,0.55,297973.0,2872.34,265.06,198.01,661.48,94.96,1623.87,1177.67,254.54,268.9,258.29,2909.0,1113.0,1206.0,5228.0,291.0,212.0,34.0,708.0,107.0,1181.0,1523.0,2618.0,3731.0,298.0,670.0,2446.0,1836.0,587.0,871.0,2999.0,787.0,236.0,84.23,93.99,86.84,94.0,117.0,80.0,5365.23,4022.0,4104.95,457.0,43.23,43.54,43.66,264.56,268.37,261.41,2359.54,210.92,159.69,549.0,77.94,1308.39,971.05,204.08,209.34,202.52,2375.0,902.0,956.0,4233.0,206.0,161.0,27.0,599.0,91.0,934.0,1286.0,2169.0,3071.0,302.0,661.0,2342.0,1689.0,610.0,788.0,2469.0,609.0,199.0,70.92,74.05,65.95,68.0,71.0,67.0,4155.43,3277.0,3228.44,451.0,35.0,33.23,33.46,212.47,210.67,206.02
CGY,2021,CGY,CGY,Team Level,5on5,82,0.55,0.56,0.55,241637.0,2291.0,180.94,149.91,552.66,76.03,1295.04,955.47,175.13,184.79,178.87,2305.0,906.0,989.0,4200.0,196.0,164.0,18.0,584.0,73.0,908.0,1286.0,2109.0,3015.0,268.0,604.0,1891.0,1715.0,482.0,735.0,2462.0,615.0,134.0,70.07,73.27,37.61,85.0,85.0,26.0,4337.23,3211.0,3293.95,391.0,30.81,30.8,30.95,180.73,184.54,181.79,1873.51,148.18,121.95,451.52,61.57,1036.24,780.52,144.09,146.61,142.53,1867.0,733.0,757.0,3357.0,140.0,128.0,22.0,491.0,71.0,745.0,1025.0,1727.0,2460.0,266.0,585.0,1791.0,1588.0,512.0,643.0,2009.0,470.0,121.0,57.58,57.25,33.36,51.0,59.0,30.0,3279.43,2600.0,2551.44,388.0,25.12,25.61,26.18,147.13,145.34,143.26
CGY,2021,CGY,CGY,Team Level,4on5,82,0.17,0.17,0.19,24433.0,73.46,6.41,3.61,9.85,2.19,23.49,53.45,6.2,6.41,6.2,80.0,19.0,14.0,113.0,6.0,5.0,1.0,8.0,3.0,20.0,57.0,74.0,93.0,9.0,23.0,196.0,62.0,67.0,47.0,66.0,27.0,6.0,1.63,3.18,1.6,1.0,4.0,1.0,113.0,99.0,99.0,43.0,0.81,1.2,1.2,6.02,6.02,5.97,292.54,31.6,25.54,63.66,9.83,182.15,96.23,29.92,31.6,29.92,303.0,106.0,145.0,554.0,37.0,24.0,2.0,76.0,11.0,139.0,122.0,266.0,372.0,20.0,41.0,240.0,26.0,20.0,71.0,294.0,80.0,35.0,7.93,9.46,14.2,11.0,9.0,17.0,554.0,409.0,409.0,9.0,6.56,4.53,4.18,33.97,33.97,32.37
CGY,2021,CGY,CGY,Team Level,5on4,82,0.89,0.87,0.86,22846.0,389.54,47.44,35.99,79.83,12.85,241.74,125.15,44.45,47.44,44.45,399.0,144.0,158.0,701.0,50.0,38.0,13.0,93.0,22.0,199.0,141.0,349.0,493.0,12.0,25.0,237.0,26.0,22.0,59.0,390.0,97.0,56.0,9.54,11.75,26.14,4.0,18.0,28.0,701.0,543.0,543.0,5.0,9.25,10.48,10.44,46.25,46.25,43.57,65.01,5.77,3.21,9.67,2.11,21.04,47.18,5.7,5.77,5.7,73.0,16.0,16.0,105.0,3.0,1.0,0.0,1.0,2.0,8.0,74.0,70.0,86.0,10.0,23.0,188.0,53.0,63.0,42.0,68.0,13.0,8.0,1.78,1.64,2.35,0.0,1.0,2.0,105.0,89.0,89.0,40.0,0.74,0.38,0.38,6.13,6.13,6.1
CHI,2021,CHI,CHI,Team Level,other,82,0.43,0.49,0.47,9302.0,133.51,25.4,9.26,23.69,4.6,72.75,46.28,24.03,25.4,24.03,137.0,45.0,65.0,247.0,26.0,10.0,2.0,21.0,9.0,59.0,57.0,111.0,156.0,6.0,12.0,109.0,39.0,23.0,15.0,96.0,60.0,26.0,4.19,7.11,14.09,4.0,9.0,13.0,247.0,182.0,182.0,8.0,2.66,2.33,2.33,25.73,25.73,24.52,144.59,33.63,9.88,25.0,4.82,76.27,52.4,32.8,33.63,32.8,150.0,52.0,51.0,253.0,43.0,17.0,5.0,20.0,5.0,60.0,57.0,107.0,159.0,5.0,10.0,104.0,41.0,34.0,22.0,116.0,42.0,44.0,4.74,4.95,23.94,9.0,9.0,25.0,253.0,202.0,202.0,16.0,2.75,5.08,5.08,31.3,31.3,30.71
CHI,2021,CHI,CHI,Team Level,all,82,0.47,0.46,0.46,299778.0,2232.09,203.88,152.74,506.3,72.85,1278.04,918.2,196.47,204.13,196.69,2362.0,770.0,1135.0,4267.0,213.0,127.0,20.0,553.0,80.0,931.0,1228.0,2149.0,2919.0,260.0,582.0,2134.0,2023.0,597.0,738.0,2385.0,571.0,176.0,70.56,68.5,64.81,74.0,79.0,60.0,4223.69,3132.0,3115.16,539.0,33.48,28.31,28.53,208.82,208.87,204.29,2579.64,231.51,177.6,591.63,84.84,1471.56,1063.87,223.63,233.09,225.19,2703.0,918.0,1300.0,4921.0,289.0,183.0,37.0,538.0,80.0,1202.0,1329.0,2414.0,3332.0,286.0,642.0,2165.0,1978.0,665.0,795.0,2829.0,579.0,213.0,84.09,69.77,77.66,119.0,83.0,87.0,4995.5,3621.0,3661.47,567.0,38.62,41.79,41.79,228.34,229.89,225.35
CHI,2021,CHI,CHI,Team Level,5on5,82,0.47,0.46,0.46,245321.0,1730.55,133.99,113.29,414.19,56.49,988.0,732.03,130.56,134.24,130.78,1824.0,614.0,913.0,3351.0,143.0,98.0,14.0,450.0,51.0,694.0,1002.0,1681.0,2295.0,231.0,519.0,1609.0,1878.0,499.0,617.0,1922.0,414.0,102.0,56.06,50.12,27.81,63.0,57.0,23.0,3307.69,2438.0,2421.16,471.0,23.24,19.97,20.3,136.93,136.98,135.44,2037.68,152.63,135.35,486.53,67.03,1169.34,857.11,148.0,154.22,149.56,2137.0,731.0,1067.0,3935.0,192.0,131.0,24.0,460.0,66.0,946.0,1073.0,1945.0,2676.0,259.0,583.0,1705.0,1822.0,552.0,682.0,2308.0,451.0,109.0,68.41,54.27,29.95,94.0,64.0,34.0,4009.5,2868.0,2908.47,496.0,27.77,26.92,27.15,153.25,154.8,152.44
